"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Potri.001G004100",268.94546899214,-2.8288549948574,0.60214756370117,-4.69794310462624,2.62794608926394e-06,0.000183510551180706
"Potri.001G004600",175.070007984533,-2.15808445540457,0.464167983724752,-4.64936085872804,3.32965216194022e-06,0.000220158875178481
"Potri.001G008800",89.9151788225423,1.06291632983623,0.28370787374033,3.74651685137611,0.000179306963560542,0.00366627474636375
"Potri.001G008900",83.7271753971074,2.24654309924431,0.516173541288581,4.35230192860335,1.34715562438633e-05,0.000592500379771534
"Potri.001G009700",114.814159506693,0.530549968072073,0.155767781046381,3.40603149449819,0.000659145748469017,0.00884560463740761
"Potri.001G010500",32.8639292836224,1.89662941150995,0.361178082941965,5.25123062856144,1.51086363147791e-07,2.12249677923267e-05
"Potri.001G012200",17.1157155224147,-2.46386052309681,0.706024834311398,-3.48976467024686,0.00048344606729763,0.00727514743490989
"Potri.001G013500",55.4902718017266,-2.19520548506588,0.56358053510963,-3.89510522154364,9.81561101579624e-05,0.00244438396537274
"Potri.001G015900",38.0989402990175,1.19528817228489,0.314474292632649,3.80090901001298,0.000144166238205906,0.00317492393331477
"Potri.001G017500",62.167266022925,-3.58535824445198,0.656302112449752,-5.46296922779824,4.68235792232044e-08,7.98743370720406e-06
"Potri.001G024900",193.798447943108,-5.09705026629202,0.731513020848392,-6.96781891917738,3.21892161499931e-12,3.34236026127885e-09
"Potri.001G025200",71.091616725744,-4.28463550231128,0.957350342109793,-4.47551467195266,7.62274637016018e-06,0.000391497696370248
"Potri.001G026000",25.5265719970969,1.94896447850519,0.454609440878781,4.28711835534642,1.81005864731442e-05,0.000726531328351758
"Potri.001G026100",80.9181770240629,1.13082438044529,0.278701463406798,4.05747557484016,4.96060033258484e-05,0.00150915996360243
"Potri.001G028200",179.734323421696,-1.42996558868357,0.397625581069794,-3.59626155046743,0.000322823224099652,0.00555091145268287
"Potri.001G028300",35.2548041539072,1.28100182960388,0.342140825009464,3.74407768955503,0.000181057628704534,0.0036925860706419
"Potri.001G029700",59.2780094490015,2.32166341148436,0.569169438156455,4.07903737594248,4.52225666525762e-05,0.00141919229539662
"Potri.001G029900",161.096604475025,-1.1092173144475,0.25840871609026,-4.29249187577737,1.76679017048798e-05,0.000716374921079692
"Potri.001G030000",48.7144503230412,-1.07547062919525,0.319037055609879,-3.37098970255776,0.000748986573901275,0.00956611821155053
"Potri.001G032800",41.856641426872,-1.08938131603594,0.316059375385783,-3.44676159252113,0.000567349004086651,0.00803087858224737
"Potri.001G041800",107.457304468415,1.74996597484638,0.487568868720032,3.58916675595059,0.000331736597298528,0.00566299743865864
"Potri.001G044500",44.683170717037,2.2520320672614,0.567293396906538,3.96978367726784,7.19379137029138e-05,0.0019838582621859
"Potri.001G054400",81.4750363980206,-1.58956210144276,0.456325300017517,-3.48339682542638,0.000495093912472643,0.00738989551104479
"Potri.001G054500",64.9079826646356,-1.12887572393913,0.306364828324158,-3.68474321975593,0.000228933323551245,0.00437741043478849
"Potri.001G056600",12.2325454957819,1.9196730677137,0.39412220345171,4.87075595056879,1.11172086524577e-06,9.79709140361607e-05
"Potri.001G056800",87.3985759737992,1.35453898272245,0.313331645352313,4.3230200422284,1.5390774587796e-05,0.000654025762821609
"Potri.001G058800",4.45392547247001,3.14377765340711,0.819833388960456,3.83465432823296,0.000125741003392464,0.00289857415254915
"Potri.001G061200",269.749818432279,1.249969366834,0.272215539360014,4.59183693103162,4.39361615503449e-06,0.000272541145492295
