"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Potra000009g00047",79.6415569314409,2.93257502847366,0.573402103426112,5.11434299063667,3.14834835459568e-07,0.000361397192723083
"Potra000161g00579",44.9415988824458,2.88403266684578,0.631712320337825,4.56542095823533,4.98493000176133e-06,0.00237831010384033
"Potra000400g01883",88.0691834632944,3.0368258764584,0.654226285283789,4.64185855073233,3.4528921299763e-06,0.00181685660393529
"Potra000464g02725",17.0091664289039,1.98920477300327,0.439241834184673,4.52872340061976,5.93411190266743e-06,0.00269634741786917
"Potra000464g02731",68.9127571017966,3.53437321868793,0.708980243409207,4.98515050531242,6.19135991295336e-07,0.000598693074965349
"Potra000508g03344",51.244067761685,-3.0462022140295,0.597373774626115,-5.09932364529404,3.40869286785553e-07,0.000361397192723083
"Potra000573g04256",557.931689401272,2.33314147089213,0.497163046362659,4.69291007841762,2.6934590119904e-06,0.00165812812209112
"Potra000577g04300",60.6859686806035,1.91941719934465,0.412892143422319,4.64871330182085,3.34012094803507e-06,0.00181685660393529
"Potra000660g05092",159.595829965093,1.9564352181509,0.436013827996769,4.48709442803589,7.22010792955354e-06,0.00306196754950222
"Potra000673g05216",393.956190986394,1.54990767018699,0.360195466709106,4.30296273394994,1.68529205365715e-05,0.00545120568677848
"Potra000685g05310",20.2811201596456,1.82854067694419,0.417650417758945,4.37816077559766,1.196850483424e-05,0.00424510381776992
"Potra000764g06039",80187.8609460189,3.53781097339018,0.59893503855779,5.90683587640669,3.48740871677421e-09,9.50767256441699e-06
"Potra000808g06423",38.7446434336806,1.47261457567068,0.34633043448702,4.25205072679186,2.11821863299875e-05,0.00641652133208702
"Potra000892g07218",13.4874311557836,5.53963283061746,0.908396072578913,6.09825713456752,1.07231159451422e-09,3.41066574495157e-06
"Potra000919g07447",8.17967284283812,4.14251146762334,0.862163375996505,4.80478710062968,1.54916258975203e-06,0.0010558649593867
"Potra000926g07520",44.3199452680359,2.50959521933102,0.580587506833994,4.32250985388251,1.54264191172396e-05,0.00516487337602456
"Potra000969g33572",544.554729540155,5.13358478356473,0.672993832105194,7.62798191999227,2.38456994606053e-14,1.51690442835397e-10
"Potra000979g08101",771.041439397462,2.42241161267211,0.497995486344004,4.86432443485795,1.14848397125149e-06,0.000913236171140147
"Potra001065g09171",134.320548882473,2.30352979172473,0.462316926139894,4.98257723539997,6.27429338676743e-07,0.000598693074965349
"Potra001067g09201",110.810032684683,0.884912803525347,0.213522980891137,4.14434455641341,3.40787024810924e-05,0.00890901312533107
"Potra001097g09555",66.2352628051328,1.61912100021635,0.38372398789311,4.21949383228908,2.44851421066716e-05,0.00697424555169733
"Potra001111g09743",44.4217913432528,1.68373129735134,0.369447079319645,4.55743566968243,5.17819428866566e-06,0.00241025999524135
"Potra001148g10004",25.2067991494016,1.43039981288519,0.310528727577586,4.60633650240235,4.09825008643335e-06,0.00200541037562805
"Potra001149g10013",194.403923086883,2.56915990105887,0.581890830974542,4.41519227370549,1.00920248909674e-05,0.00385192406038444
"Potra001212g30659",69.6540801771154,3.20806698142659,0.459369126914489,6.98363645588175,2.87635798636007e-12,1.09784831623391e-08
"Potra001265g10927",60.3817199127642,1.47799822631159,0.350019414762336,4.22261784339921,2.41481068179394e-05,0.00697424555169733
"Potra001270g10984",170.54806191672,1.99755134673841,0.456335829347108,4.37737126536034,1.20119265436793e-05,0.00424510381776992
"Potra001356g11620",448.066045603217,6.28096092121204,1.23144734157984,5.10047056754706,3.38810066557724e-07,0.000361397192723083
"Potra001503g12530",2490.2713488794,3.62773607905837,0.482693275718885,7.51561345795735,5.6644687126333e-14,2.70251802279735e-10
"Potra001572g34885",48.5183111554241,-1.7065127731368,0.41247747595522,-4.13722657021413,3.5152896165547e-05,0.00906564689761215
"Potra001580g13063",32.8577806146442,2.09972699553099,0.424680081236099,4.9442558959191,7.643524868888e-07,0.000634213167816776
"Potra001634g13445",10.1798271862055,4.32803095516997,0.836366018651346,5.17480488046249,2.28149279435884e-07,0.000330656784893865
"Potra001635g13452",20.7254632508024,2.24395859897472,0.483848175409643,4.6377328943628,3.52251594768422e-06,0.00181685660393529
"Potra001736g14146",47.8453453274852,1.64674473184289,0.373960721345345,4.40352325217106,1.06506862515773e-05,0.00398544502794317
"Potra001762g14331",16.9251493489134,2.78379770923243,0.663166785896684,4.19773391616468,2.6959912969139e-05,0.00735004255861498
"Potra001809g14632",18.2079111290713,4.2137446928365,0.779993559591332,5.40228139196974,6.57986224842752e-08,0.000125570091148991
"Potra001834g14753",109.61759795286,-1.92524457194025,0.372867363838672,-5.16334964830349,2.42569429287052e-07,0.000330656784893865
"Potra002020g15839",54.8898908201027,1.65425232234328,0.391712455993502,4.22312922918826,2.40933578820805e-05,0.00697424555169733
"Potra002036g15925",42.3699244661392,4.57230340076345,0.831547323527795,5.49854863505025,3.82929929267833e-08,8.11981641127481e-05
"Potra002120g16452",19.8537772148558,3.04044283589147,0.728177827836141,4.17541254301366,2.97446514288566e-05,0.00788398510928195
"Potra002283g17492",44.3508081979816,1.55946423928109,0.334490103444038,4.66221339054353,3.12826576066861e-06,0.00180908556898787
"Potra002306g17593",479.762395866681,2.27168834697569,0.552738375195714,4.10987991592103,3.95864924183161e-05,0.00994037659619928
"Potra002341g17883",209.286260821644,2.74953075609775,0.646367263127358,4.25382118332312,2.10153143788403e-05,0.00641652133208702
"Potra002353g17952",108.194214810714,2.66442269985224,0.521806760016121,5.10614829859607,3.28791691140178e-07,0.000361397192723083
"Potra002453g18584",210.155381570899,1.720738002065,0.385442472261316,4.46431861016707,8.03239632939429e-06,0.0032614947138332
"Potra002565g19315",146.934584820051,1.39079505277574,0.279681457943987,4.9727824754628,6.59987023085531e-07,0.000599771064217346
"Potra002670g19715",11.6114048308209,2.8964868409924,0.602087779695964,4.81073846483819,1.50373676248546e-06,0.0010558649593867
"Potra003067g20665",157.130066455965,3.29872767878854,0.432342259330276,7.62989878412178,2.34938093514667e-14,1.51690442835397e-10
"Potra003234g21086",209.525107788596,1.52808972048504,0.345793748632869,4.41907850135088,9.91226405681395e-06,0.00385192406038444
"Potra003258g21145",306.470338717062,2.23868700997194,0.511938609013006,4.37295990292279,1.22573243408427e-05,0.00425306868582987
"Potra003304g21293",21.7238791308462,3.16971583335729,0.70213132455682,4.51442019818443,6.34902232147619e-06,0.00281778469728027
"Potra003333g21381",305.941029541864,2.70584296926971,0.579678464996735,4.66783420923692,3.04391360724242e-06,0.00180908556898787
"Potra003427g21634",122.754057653293,1.13225573938149,0.263069115325585,4.30402382271354,1.67723616565933e-05,0.00545120568677848
"Potra003439g21665",47.3144619922922,2.66042864236454,0.632119667443216,4.20874207746989,2.56796312007751e-05,0.00720691296817046
"Potra003551g21996",20.1923272125001,2.02514864626059,0.481821619352962,4.20310871268119,2.6327406565197e-05,0.00728162647666985
"Potra003667g22372",61.4169925877123,1.0795588859065,0.262554785473295,4.11174713102423,3.92676249126502e-05,0.00994037659619928
