"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"jgi|Lacbi2|314154|Lacbi1.eu2.Lbscf0005g07430",496.512703011737,-0.661692136499041,0.175241214101635,-3.77589335871229,0.000159435197272431,0.0054909066474313
"jgi|Lacbi2|295791|Lacbi1.estExt_fgenesh2_pg.C_600049",3117.03179959303,-0.629059419787932,0.172047434333099,-3.6563138661517,0.000255868044760615,0.00779623296038611
"jgi|Lacbi2|674406|fgenesh2_kg.LG_5_#_161_#_332226",74.9149190893507,-6.08810110035795,1.56290046292911,-3.89538633122415,9.80423333096541e-05,0.00385740332433144
"jgi|Lacbi2|556084|gw1.5.3494.1",27.9047948001722,-1.57733426081865,0.41851971405248,-3.76884100762063,0.000164007309587819,0.0055937073686194
"jgi|Lacbi2|689495|fgenesh3_kg.LG_5_#_401_#_Locus_1687_Transcript_4/6_Confidence_0.526",27.1830698936127,-4.56178191528859,0.888184407122944,-5.13607520995034,2.80535425871806e-07,3.22402288885066e-05
"jgi|Lacbi2|689451|fgenesh3_kg.LG_5_#_357_#_Locus_5388_Transcript_1/1_Confidence_1.000",27.9741834106439,-1.55276241281118,0.385170457845478,-4.03136424713579,5.54540235087855e-05,0.0024949591087591
"jgi|Lacbi2|705125|estExt_fgenesh3_kg.C_LG_5_t10339",226.38548936245,-4.49631249868601,0.645209205332435,-6.96876681474088,3.1973113624751e-12,1.40854887647705e-09
"jgi|Lacbi2|399685|Lacbi1.UKU_Eugenev2.0000140088",484.919750496365,1.0547527656607,0.259257646554868,4.06835740305725,4.73457215154379e-05,0.00221498368841914
"jgi|Lacbi2|596934|e_gw1.5.3736.1",41.325910429927,-1.77278229383915,0.382813859059844,-4.63092506157676,3.64035621490009e-06,0.000275292504663632
"jgi|Lacbi2|705056|estExt_fgenesh3_kg.C_LG_5_t10085",591.122084497936,-0.901394412753237,0.161981904489056,-5.564784631941,2.62476376748188e-08,4.20479201720999e-06
"jgi|Lacbi2|464876|fgenesh1_pg.LG_4_#_620",12333.9107723321,-1.87586746708683,0.38010805125336,-4.93509006426301,8.01137818262946e-07,8.1446443773982e-05
"jgi|Lacbi2|688984|fgenesh3_kg.LG_4_#_1309_#_Locus_2332_Transcript_2/2_Confidence_1.000",333.306501325552,-1.11110142434268,0.290950627498767,-3.81886588076662,0.000134066624871511,0.00485440556426879
"jgi|Lacbi2|647407|estExt_Genewise1.C_LG_4_t80028",58.4090853623875,-0.927096619932318,0.239609972873753,-3.86919045485971,0.000109197320333689,0.00416802623786315
"jgi|Lacbi2|329023|Lacbi1.fgenesh3_pg.C_scaffold_19000135",54.4646784692435,-1.0772042972173,0.289871252080776,-3.7161473912464,0.000202283608718175,0.00660106356474465
"jgi|Lacbi2|688862|fgenesh3_kg.LG_4_#_1187_#_Locus_2185_Transcript_4/5_Confidence_0.600",731.992647406882,-1.15202108772948,0.169883862054557,-6.78122732669872,1.19159205170432e-11,4.84565490871916e-09
"jgi|Lacbi2|316826|Lacbi1.eu2.Lbscf0079g00220",36.5152612214316,1.14367731368813,0.299090417048253,3.82385141247644,0.000131383110895954,0.00477358636255301
"jgi|Lacbi2|256254|Lacbi1.e_gww1.75.10.1",532.134237907228,-0.856681358058073,0.180440043617694,-4.74773415524749,2.05708172542019e-06,0.000176825407177786
"jgi|Lacbi2|657910|estExt_fgenesh1_kg.C_LG_4_t10436",32.7711441446352,-2.81101654429751,0.608853232013295,-4.61690337916466,3.89508507151036e-06,0.000292076130929638
"jgi|Lacbi2|704867|estExt_fgenesh3_kg.C_LG_4_t30034",460.852812158479,-1.86697139010056,0.320179336928084,-5.83101772904198,5.50903303915853e-09,1.04012511291113e-06
"jgi|Lacbi2|464692|fgenesh1_pg.LG_4_#_436",233.873237084456,-2.42899194378149,0.301398775809935,-8.05906373459605,7.68810084906869e-16,8.18601338683331e-13
"jgi|Lacbi2|296817|Lacbi1.eu2.Lbscf0117g00010",561.584765898963,-5.73098179480942,0.431728192505907,-13.2745136738574,3.25376628755767e-40,3.44020709583473e-36
"jgi|Lacbi2|658227|estExt_fgenesh1_kg.C_LG_60242",6303.435114483,-1.28565999066736,0.207976215447269,-6.18176452486383,6.33890316075606e-10,1.63466397850424e-07
